5955,4655,7172,5854,8795,9219,1006,9774,5967,5697,7064,6581,9542,9430,822,3889,7113,2259,1330,3245,4067,3881,8617,7667,3758,567,926,3347,5232,5746,9301,2355,7497,2964,863,5263,9250,7886,3103,690,5121,5076,9236,303,1146,8546,3282,6903,1159,3442,605,3502,5753,9611,3307,4200,1447,3057,919,657,8898,7094,7243,6057,261,1943,1159,1415,5886,4654,6555,8016,637,2581,7930,4133,8359,7676,968,7400,9674,3173,8336,2924,4320,2363,6479,8549,7013,8469,843,1891,3331,8487,5959,7879,9535,2435,84,2450
5847,8004,8272,5629,2572,129,7447,7883,4371,3408,5515,7226,2422,7376,2426,324,7076,9442,2139,404,9013,493,2739,2010,1010,9140,4916,6061,5322,1373,4769,5748,8866,6192,6352,9339,4139,569,3475,8728,5435,7009,8797,5119,4712,6070,3649,5559,9690,4004,8943,7693,4896,8577,851,6916,6905,4269,3345,7153,3555,6028,6952,9487,9489,7826,4114,8963,2562,5995,3471,4275,5617,7713,3749,4685,9762,9022,9676,6501,8584,5433,309,2419,1535,6111,7070,1940,3073,5683,7194,2985,1535,9238,5233,4632,5234,2474,3652,1973
7620,2049,5642,7401,6406,4562,5869,1976,1013,5505,7653,5593,4013,2093,982,3258,5493,6162,7584,9754,4827,9692,2482,3563,2701,797,3841,7050,5220,5770,1611,8133,586,96,8113,1441,7625,2354,6278,4269,6854,4636,1133,3078,2394,6764,3801,2503,625,7835,3746,9777,2885,4176,2483,6542,5385,2644,7284,1578,4740,2000,4673,2322,5242,13,7137,5609,3561,2008,6243,7748,490,4628,1356,2593,2599,6981,7845,7953,2238,8511,6768,2834,4910,8182,1401,2044,8967,5078,591,4077,4988,3310,5297,2402,3041,4684,7269,3331
2378,4887,3429,7819,1623,3301,4807,7777,4888,3123,5574,9459,3006,1000,747,3075,6578,2510,4836,9332,3724,8222,7716,5700,1156,2341,1427,4339,5760,3509,3323,5288,7925,4553,3934,2211,4263,3535,6043,9649,8718,7522,1563,6528,4387,6513,5173,7803,2097,4092,405,4909,2697,7234,7199,4266,131,4402,1745,6130,9845,5811,7034,2416,5537,9723,7655,9651,519,7124,624,9423,5300,6166,8006,5950,4932,6725,2494,9498,3486,726,668,358,1494,4931,5812,1085,2649,6671,8109,9687,2659,4481,7423,7931,7534,8136,9930,9306
2330,6938,9737,1741,413,9556,5323,2944,9648,4186,3190,825,7627,7001,6381,8100,2477,9131,262,6693,1725,4469,8635,3998,5977,6532,3880,9191,8637,7918,5998,566,2103,3430,3688,4600,4662,8247,8975,6144,5515,3558,1566,9411,2514,9761,7909,7921,9465,7079,1753,764,5989,2549,3143,2216,2726,7685,1366,3817,3578,9708,4841,4270,8163,4234,2386,2511,3264,1620,4379,6383,3266,7094,5084,50,3397,1750,3880,6115,8815,8506,4635,3282,9536,4548,1462,272,1138,169,6043,2622,283,8058,2821,44,7184,4381,5958,858
3365,8843,2539,828,7439,2273,7460,6045,2619,4187,2532,2707,4658,4975,976,7360,4675,2676,835,3690,2774,2603,9487,6900,1614,7857,6538,8025,9387,6357,7410,1747,7422,6660,7378,5501,8949,2720,3529,2923,2094,8639,6482,2280,6131,5961,8503,5857,7167,4861,4926,4662,9490,7538,3817,607,8219,6831,7668,7227,3581,7915,691,2423,2827,445,6436,2610,794,6767,5598,1940,4623,4652,5179,9579,7006,3294,4904,6513,50,2949,597,3039,3247,110,1396,6689,9901,3664,5699,7391,6804,9899,9744,2111,87,6660,9533,5161
5382,5205,7313,1651,7805,3813,3770,4650,1906,6286,695,7174,4924,8278,590,1640,2334,1751,3402,122,3779,1009,2784,2754,8573,9734,9877,4874,669,4060,9895,9418,5211,1636,3688,8290,1833,3140,4315,2496,4945,6552,8818,7069,9612,223,2819,7803,9932,3158,1298,7953,3173,1325,64,5555,5410,8359,1683,9552,5309,710,1673,5742,7868,529,4060,5247,8421,8490,5880,7025,4046,1367,6361,3367,4673,4891,9224,2759,7435,5980,3631,8058,4653,6024,3253,6207,4529,5537,6289,4307,5385,9158,9860,6018,3221,9295,7708,3283
4479,3014,8604,1492,2610,5415,9443,646,8429,1899,608,8467,8051,7276,3650,8506,4600,1387,2548,2286,4846,8584,1505,8756,8669,4813,6633,3118,7303,7905,540,2354,6152,7624,7799,9338,3110,4183,653,7040,5340,6524,7540,3762,1927,6021,2792,6564,6557,832,595,9134,5509,4001,9686,7560,5936,4249,2173,3920,3365,8589,4349,7777,1903,7760,9493,8019,6574,5357,5813,2727,1402,138,3089,315,2532,6776,7139,4605,5973,4073,5447,5138,5988,3073,9786,7032,2216,368,3076,8252,3668,9023,2955,3465,7574,1223,3961,5644
720,7210,4019,2214,8621,9249,8721,4653,6415,5031,3415,4220,1357,7763,4639,4246,7937,8607,9303,918,9959,8880,5523,6752,213,3844,8464,3751,3806,9386,1745,5834,1471,1030,7191,1082,5141,4116,7072,5261,8626,8517,1128,1055,968,5954,8002,4780,9810,9042,8118,9019,6110,5201,1451,1231,6524,6066,9502,9489,4688,9454,5578,7283,5209,311,837,7358,3285,3663,9205,9734,6908,6531,5912,837,9632,8991,7922,4941,5164,273,3826,2660,6913,6000,716,2909,6608,7655,3984,699,4532,4661,6790,7804,6349,5662,9180,6272
6856,6286,707,4564,2004,8661,4252,2053,8839,9658,8518,2512,2548,1576,733,4120,9238,2951,5347,7296,9106,5267,5923,653,6603,6953,382,4235,3939,350,9905,9874,7944,2867,7951,6497,8577,9215,9791,201,2206,8408,2336,6704,9259,4091,983,6842,632,6879,1759,93,5643,3906,8254,3997,5064,7613,3524,4401,4585,1878,2968,6789,802,5984,1970,38,1392,2600,8708,4960,8847,954,1773,8487,369,5463,7493,7708,8245,4682,3309,2206,1686,7017,1524,6943,7437,3041,6799,4808,140,795,211,1407,9399,4814,3295,3493
