6944,9848,9876,9888,4884,5870,7524,6078,8989,4967,6819,6337,3007,8691,2112,5945,3306,2598,5773,7432,5660,9711,1127,9004,8579,7897,8314,7040,172,7432,7825,6580,4992,6210,4661,6730,6401,8401,7593,7769,8177,4417,9273,8363,5940,1230,5766,8713,6748,2980,8815,5360,7544,6240,8106,8617,6141,3121,5576,8615,132,6020,7782,8560,8339,1178,7283,669,1366,6445,8534,7272,8548,4840,2782,8343,851,6161,5351,7401,6853,8763,6438,1075,2191,6074,5037,5449,8946,538,2084,9633,7737,8722,8289,9065,567,8876,5736,7587
9440,8141,5027,4321,8904,3478,2889,3501,9441,3991,4631,5191,9254,3838,8007,9160,5468,5520,9722,8330,3365,6939,7169,8206,6840,8022,3444,3661,8462,4400,1808,2231,4536,6923,870,3621,4400,6932,8587,4351,5703,9943,8693,3055,5577,8186,8810,2853,6165,7025,7839,9823,7556,8691,9046,2555,5903,5903,8590,3202,910,1946,7022,6857,5835,8486,9110,5663,9312,2371,7000,7528,9765,2151,9488,2392,6961,4933,5242,7385,586,6955,3100,7665,8855,9262,6677,8372,7190,7769,5715,1679,4236,6149,8261,5690,9304,3876,3086,3186
6496,6901,7434,6650,4334,7716,8067,4318,6638,9601,4991,9968,3135,9805,9669,6753,4054,4815,6347,8901,5444,5947,5805,5916,4388,8786,8012,6848,8191,7272,6324,9245,7199,8468,4470,6634,2281,7881,437,5709,5145,7203,9804,9253,8671,3308,3423,3606,7622,9948,8856,4519,5671,6091,5129,5743,1105,9445,4444,6380,3506,8978,6482,6990,8932,7683,8787,6886,8339,9797,9639,3947,2463,7455,8754,5695,5815,2598,6569,8691,9103,883,7813,6124,6855,3582,6895,6679,8614,4678,3790,5596,3813,4584,5105,5322,5481,8393,9505,9600
8147,5446,5986,2565,3943,9535,1104,4496,2445,3610,8898,3393,6857,4566,7986,5815,4501,7404,2912,2876,7167,7606,5941,5133,4161,6967,3198,8734,3674,39,6775,8749,7820,2603,3234,7040,6585,2148,9577,6002,5844,9234,9041,1632,7949,8798,1423,6615,5735,3912,7735,7327,5347,9243,7871,5473,7950,8873,7349,7976,4929,5163,8639,7104,7382,7365,6449,4102,9125,9390,8589,9366,9255,9044,9378,6787,7888,8658,1033,4479,8178,8277,6558,3258,4758,8541,2893,7997,9108,9506,2670,5459,5459,7004,8243,6959,3571,4627,9717,9971
5295,4670,8455,8799,6073,5789,6807,8465,7491,7464,6355,6079,5545,6825,3684,4222,5045,9302,5679,6394,3818,7792,8760,9625,8490,2241,7164,7390,7011,9572,8837,3587,6443,8162,5061,6598,6899,8615,7695,2806,7220,9074,896,3363,8101,9421,9697,4814,6539,6090,6925,6430,8315,6257,8469,5996,2256,8185,4043,7874,7225,1633,9696,6510,3522,7892,8407,9084,1111,8530,6808,8275,2660,7802,9342,8174,6721,3394,9328,8873,5970,8042,9786,2678,8726,5828,3306,4102,4747,3804,3617,5787,6534,7485,3288,8416,8044,9805,2686,3124
9301,7076,8651,6586,9892,6624,5616,1014,8448,8085,5226,6693,6013,2158,4965,6248,7549,7558,4169,2972,6261,9742,7723,8861,8439,5353,8123,8626,5919,9894,7692,6910,3272,7158,4763,9241,9831,5543,7741,3768,6339,7439,3998,7626,6143,9711,9601,6824,1154,8831,8608,1809,9096,7789,4488,1704,5657,5146,7587,5891,5711,6882,9115,5950,4209,3092,7956,7222,4357,7212,5416,4068,6791,6615,9713,3821,5000,5824,7359,4339,9882,6837,7314,4947,5766,9568,7781,2766,7601,6590,9572,4717,4450,6636,4352,7557,8830,8584,5016,5303
2737,1981,6781,2042,5076,3624,8109,9459,4953,3282,5216,9144,7020,9657,6812,5302,4958,5444,8274,8686,4133,9353,2572,8420,2001,9027,7477,7898,6638,8357,8539,7214,4537,5779,1989,7338,7238,6663,1953,9802,3844,3688,7854,4699,3783,9214,7518,2800,8453,9104,8468,9054,5671,7764,5442,9845,9650,9767,4757,1999,5678,7785,2516,6669,8902,9145,6338,3737,6563,7890,7055,6085,8563,8868,9804,6551,7823,5161,7064,8033,8442,3890,7820,2592,6951,6741,5930,3150,7781,9118,7431,3494,8839,9470,6215,4741,7078,292,4430,4584
7790,9326,6199,9615,7584,8462,6252,7525,893,5254,5668,6738,8789,6092,9835,9775,9548,4868,6167,2281,7329,6372,8349,651,4051,937,4300,7839,6992,8364,9775,8218,6765,8554,8873,1741,7268,8412,3487,9383,6109,7296,9409,9495,2626,9834,7429,9904,8607,7124,8543,4308,7881,6559,7691,3671,9552,3582,8128,5806,2466,6926,8781,8697,3920,4279,7403,8197,5604,3398,6107,5267,343,4467,8522,9574,5264,60,8807,7168,2498,4408,8456,1556,7200,8782,4553,6025,5727,5083,5881,6665,3296,171,4450,8157,7097,6328,6764,8261
4780,9396,9128,1999,9505,9415,9070,7715,9561,4612,8660,9469,9532,8483,7880,7387,7415,8621,6392,8462,3566,5763,9076,8879,9334,9571,8601,1672,7187,9730,5437,6203,8811,2182,4551,5206,7854,5194,6003,7158,6908,7938,3922,8638,6593,7685,7388,1925,2210,8617,8172,7285,5059,5169,4766,6008,7783,6944,4908,5814,9918,2814,2655,6581,7588,9849,9215,4524,8061,6943,9431,7802,9845,6969,7095,9676,5974,7141,2989,5745,4494,7316,6744,2391,4584,9989,4486,3370,3779,4613,7920,8116,8802,1370,3434,5180,7757,4452,8228,8296
6661,5444,5324,8416,5008,8410,5698,3573,8311,7111,7722,6402,8533,2745,5365,3997,8663,3354,2061,7240,7286,6956,5356,6267,8533,7152,9354,7250,1916,4630,7914,5348,1415,7069,6685,1945,8655,7735,4227,6361,4711,3553,6820,4356,7621,8570,7426,1425,5577,5388,7245,4756,8913,6003,2108,7589,9916,7594,8527,6022,6301,5862,7721,8237,3050,4496,8001,9669,1228,2632,3861,1429,3945,4854,6359,7935,8992,3386,3299,4193,2714,7477,3353,8107,7625,5440,8727,8093,9331,7007,6062,8119,2548,9554,9110,7044,5407,8076,2565,3231
