n,inv_norm,runs_norm,rem_norm,osc_norm,dis_norm,ham_norm
0.484848,0.487273,0.18,0.683673,0.65,0.99
0.505051,0.498384,0.16,0.55102,0.6824,0.98
0.474747,0.496364,0.16,0.704082,0.6724,1
0.474747,0.523636,0.15,0.622449,0.6936,1
0.434343,0.494545,0.17,0.663265,0.6424,0.97
0.505051,0.523838,0.16,0.612245,0.7012,1
0.494949,0.457778,0.22,0.744898,0.6168,0.98
0.474747,0.463232,0.19,0.642857,0.6224,0.98
0.474747,0.463434,0.19,0.602041,0.616,0.97
0.505051,0.46101,0.19,0.612245,0.6344,0.99
0.434343,0.553737,0.14,0.704082,0.7248,1
0.444444,0.500202,0.15,0.704082,0.6956,1
0.494949,0.483838,0.18,0.683673,0.6336,0.98
0.434343,0.474343,0.17,0.602041,0.6616,0.99
0.464646,0.505657,0.16,0.653061,0.6908,0.99
0.474747,0.454141,0.17,0.653061,0.644,0.99
0.515152,0.566869,0.13,0.632653,0.7256,1
0.484848,0.505253,0.16,0.693878,0.6568,0.99
0.444444,0.464848,0.15,0.561224,0.6248,0.99
0.454545,0.551111,0.17,0.642857,0.7076,1
0.484848,0.505051,0.16,0.612245,0.626,0.97
0.505051,0.440606,0.18,0.714286,0.576,0.97
0.444444,0.494545,0.18,0.663265,0.6624,0.99
0.424242,0.407273,0.19,0.72449,0.544,0.98
0.474747,0.493333,0.16,0.72449,0.6572,0.98
0.494949,0.531717,0.17,0.693878,0.6864,1
0.484848,0.448889,0.18,0.704082,0.608,1
0.484848,0.40303,0.17,0.755102,0.5692,0.98
0.454545,0.543434,0.15,0.642857,0.7112,0.98
0.484848,0.516566,0.16,0.72449,0.6792,1
0.505051,0.531313,0.14,0.55102,0.7172,1
0.484848,0.489293,0.19,0.673469,0.6452,0.99
0.505051,0.534949,0.14,0.663265,0.7248,0.99
0.484848,0.482222,0.15,0.581633,0.6344,0.99
0.434343,0.493333,0.17,0.653061,0.6716,0.96
0.494949,0.55697,0.15,0.673469,0.7252,0.99
0.434343,0.489293,0.18,0.632653,0.6372,0.99
0.464646,0.551717,0.15,0.591837,0.7416,1
0.424242,0.516364,0.18,0.632653,0.684,0.98
0.464646,0.544646,0.17,0.704082,0.7284,1
0.414141,0.476768,0.16,0.653061,0.6532,0.98
0.444444,0.447879,0.2,0.642857,0.6044,0.97
0.454545,0.535758,0.16,0.693878,0.7044,0.99
0.494949,0.484646,0.17,0.622449,0.6496,1
0.484848,0.43798,0.17,0.632653,0.596,0.98
0.474747,0.558586,0.15,0.612245,0.736,0.99
0.474747,0.490909,0.17,0.591837,0.6764,0.99
0.474747,0.459596,0.17,0.704082,0.622,0.97
0.414141,0.442828,0.26,0.612245,0.5712,0.95
0.525253,0.546263,0.14,0.693878,0.7056,0.99
0.414141,0.419798,0.19,0.622449,0.574,0.99
0.494949,0.560202,0.17,0.673469,0.7032,0.99
0.484848,0.455556,0.18,0.530612,0.6272,0.99
0.464646,0.478788,0.18,0.602041,0.6528,0.98
0.40404,0.546667,0.14,0.632653,0.7192,0.98
0.484848,0.553131,0.18,0.591837,0.7104,0.98
0.454545,0.449697,0.17,0.663265,0.592,0.98
0.494949,0.568283,0.16,0.673469,0.7748,1
0.505051,0.480606,0.17,0.632653,0.6392,0.98
0.474747,0.561212,0.15,0.612245,0.734,0.99
0.494949,0.515152,0.19,0.704082,0.6788,0.99
0.434343,0.543838,0.18,0.755102,0.732,1
0.494949,0.548485,0.17,0.693878,0.7252,1
0.484848,0.520808,0.17,0.653061,0.6728,0.98
0.424242,0.428283,0.2,0.612245,0.5824,0.99
0.444444,0.569697,0.15,0.622449,0.7376,0.97
0.494949,0.502626,0.15,0.622449,0.6852,0.99
0.515152,0.498182,0.17,0.642857,0.6568,0.99
0.454545,0.468283,0.18,0.632653,0.62,0.98
0.454545,0.500808,0.19,0.591837,0.642,0.98
0.505051,0.54202,0.17,0.591837,0.7,0.98
0.484848,0.516566,0.16,0.653061,0.7036,1
0.494949,0.516162,0.16,0.653061,0.7044,0.98
0.434343,0.573535,0.15,0.632653,0.7364,0.99
0.464646,0.560404,0.15,0.612245,0.7248,0.99
0.454545,0.585657,0.15,0.632653,0.754,1
0.505051,0.495556,0.18,0.632653,0.64,1
0.434343,0.538788,0.2,0.622449,0.7128,0.98
0.515152,0.526465,0.18,0.602041,0.6968,0.99
0.494949,0.543838,0.17,0.632653,0.724,0.99
0.444444,0.500404,0.18,0.704082,0.7112,1
0.434343,0.499394,0.17,0.693878,0.6876,0.98
0.484848,0.472323,0.17,0.663265,0.6356,0.99
0.464646,0.498384,0.18,0.663265,0.6544,0.98
0.484848,0.565051,0.14,0.693878,0.7252,0.99
0.454545,0.437778,0.19,0.642857,0.5892,1
0.444444,0.498586,0.16,0.612245,0.6628,1
0.515152,0.454343,0.23,0.632653,0.6092,0.94
0.464646,0.459596,0.21,0.612245,0.6044,0.99
0.484848,0.438586,0.18,0.602041,0.5932,0.99
0.454545,0.512929,0.16,0.683673,0.698,1
0.464646,0.434343,0.19,0.632653,0.574,0.99
0.474747,0.470707,0.17,0.622449,0.618,0.98
0.494949,0.540808,0.16,0.663265,0.712,1
0.525253,0.514545,0.15,0.653061,0.6688,1
0.444444,0.478384,0.18,0.673469,0.6692,1
0.484848,0.438788,0.18,0.673469,0.5956,0.99
0.454545,0.546869,0.16,0.653061,0.7404,0.99
0.484848,0.560202,0.16,0.653061,0.7192,0.99
0.464646,0.468889,0.19,0.653061,0.6192,0.98
0.484848,0.543636,0.16,0.693878,0.7192,0.96
0.454545,0.587071,0.15,0.673469,0.7804,0.97
0.434343,0.472323,0.2,0.632653,0.6392,1
0.505051,0.524444,0.14,0.602041,0.7,1
0.535354,0.551111,0.17,0.683673,0.7208,1
0.444444,0.507879,0.16,0.744898,0.6796,0.99
0.494949,0.465051,0.19,0.622449,0.618,0.99
0.474747,0.457172,0.18,0.602041,0.634,1
0.424242,0.50303,0.18,0.642857,0.6564,0.97
0.484848,0.50202,0.15,0.683673,0.6856,0.97
0.454545,0.47899,0.19,0.642857,0.6292,0.97
0.464646,0.473333,0.15,0.653061,0.6476,0.98
0.393939,0.502626,0.2,0.622449,0.6604,0.99
0.474747,0.534747,0.16,0.683673,0.6932,0.99
0.454545,0.52,0.16,0.663265,0.6864,1
0.444444,0.474747,0.2,0.632653,0.646,0.99
0.454545,0.540606,0.17,0.714286,0.7156,0.98
0.484848,0.56101,0.18,0.642857,0.734,1
0.474747,0.474141,0.19,0.642857,0.6332,0.99
0.464646,0.440808,0.18,0.673469,0.6164,1
0.414141,0.533737,0.15,0.673469,0.7184,0.99
0.484848,0.468283,0.17,0.642857,0.646,1
0.444444,0.517576,0.18,0.602041,0.6964,0.99
0.494949,0.503838,0.19,0.693878,0.6508,0.99
0.414141,0.457172,0.23,0.693878,0.6368,0.99
0.505051,0.435758,0.2,0.622449,0.588,0.99
0.474747,0.561616,0.15,0.642857,0.7188,0.98
0.494949,0.480606,0.17,0.714286,0.6252,0.99
0.464646,0.50303,0.17,0.673469,0.6972,0.99
0.494949,0.437576,0.23,0.72449,0.574,0.98
0.444444,0.461818,0.16,0.622449,0.6544,1
0.424242,0.448081,0.2,0.653061,0.6,0.96
0.434343,0.453333,0.19,0.612245,0.632,1
0.444444,0.449697,0.19,0.673469,0.604,1
0.40404,0.488283,0.16,0.673469,0.6444,0.96
0.454545,0.519192,0.18,0.602041,0.6788,1
0.515152,0.473535,0.17,0.683673,0.6492,0.98
0.474747,0.525657,0.16,0.642857,0.7276,0.99
0.464646,0.452121,0.17,0.653061,0.5996,0.99
0.464646,0.523434,0.14,0.663265,0.7116,0.99
0.535354,0.472121,0.16,0.622449,0.6208,1
0.494949,0.450101,0.17,0.72449,0.5856,0.98
0.444444,0.483232,0.18,0.622449,0.63,0.99
0.474747,0.50101,0.19,0.642857,0.6592,0.99
0.424242,0.492525,0.19,0.642857,0.68,0.99
0.444444,0.473131,0.17,0.663265,0.6524,1
0.474747,0.517576,0.16,0.673469,0.6692,0.99
0.505051,0.507071,0.16,0.704082,0.6548,1
0.505051,0.469899,0.18,0.642857,0.6512,1
0.414141,0.551717,0.15,0.673469,0.7272,1
0.474747,0.442424,0.18,0.612245,0.622,0.99
0.515152,0.565657,0.14,0.72449,0.7412,1
0.464646,0.474545,0.19,0.642857,0.666,0.99
0.424242,0.420202,0.21,0.632653,0.5732,0.99
0.505051,0.507677,0.17,0.632653,0.6616,0.98
0.484848,0.39798,0.24,0.663265,0.5396,1
0.454545,0.509697,0.18,0.55102,0.6776,1
0.414141,0.491515,0.17,0.663265,0.6372,1
0.525253,0.479596,0.16,0.653061,0.6552,0.98
0.464646,0.464242,0.19,0.673469,0.6212,0.99
0.464646,0.47798,0.19,0.632653,0.632,0.99
0.454545,0.527273,0.18,0.632653,0.7084,0.99
0.494949,0.592323,0.16,0.642857,0.7504,1
0.444444,0.539394,0.18,0.571429,0.6908,0.99
0.484848,0.479394,0.17,0.673469,0.6284,1
0.434343,0.387071,0.23,0.673469,0.5264,1
0.474747,0.506263,0.16,0.683673,0.6692,1
0.494949,0.502222,0.15,0.642857,0.65,0.98
0.444444,0.577172,0.16,0.612245,0.7452,0.97
0.505051,0.505051,0.17,0.693878,0.6528,1
0.484848,0.446061,0.23,0.571429,0.6188,0.99
0.484848,0.529495,0.17,0.591837,0.6724,1
0.494949,0.503232,0.16,0.642857,0.6824,1
0.464646,0.512727,0.17,0.622449,0.7064,1
0.444444,0.525859,0.16,0.612245,0.7012,0.99
0.484848,0.540606,0.17,0.581633,0.7272,0.99
0.464646,0.494343,0.18,0.663265,0.6796,1
0.505051,0.470505,0.18,0.663265,0.6528,1
0.515152,0.435556,0.21,0.714286,0.574,0.99
0.494949,0.471515,0.19,0.653061,0.6528,0.98
0.474747,0.51697,0.17,0.663265,0.6768,0.98
0.494949,0.527677,0.13,0.734694,0.7036,0.99
0.484848,0.553333,0.15,0.673469,0.7468,1
0.474747,0.485859,0.19,0.622449,0.6452,0.99
0.434343,0.477172,0.16,0.663265,0.6664,1
0.474747,0.408485,0.2,0.571429,0.5812,1
0.474747,0.511717,0.15,0.663265,0.6884,0.99
0.434343,0.486263,0.18,0.632653,0.6776,1
0.474747,0.43596,0.21,0.591837,0.562,0.98
0.464646,0.49596,0.17,0.612245,0.6852,1
0.505051,0.469495,0.21,0.693878,0.606,1
0.474747,0.43697,0.19,0.612245,0.5844,0.99
0.454545,0.502424,0.15,0.653061,0.6896,1
0.454545,0.481818,0.19,0.561224,0.666,1
0.535354,0.493737,0.16,0.714286,0.6556,1
0.444444,0.578788,0.15,0.55102,0.748,0.99
0.494949,0.509091,0.16,0.591837,0.678,1
0.424242,0.465455,0.17,0.622449,0.6272,1
0.464646,0.557172,0.16,0.704082,0.7212,0.99
0.515152,0.545657,0.18,0.602041,0.7268,1
0.464646,0.450101,0.17,0.642857,0.582,0.98
0.464646,0.479798,0.17,0.704082,0.6488,0.96
0.515152,0.494747,0.16,0.602041,0.6636,0.98
0.424242,0.463838,0.17,0.632653,0.6248,0.97
0.484848,0.538586,0.16,0.571429,0.6924,0.98
0.535354,0.508485,0.15,0.653061,0.692,0.99
0.464646,0.48404,0.2,0.622449,0.6608,1
0.525253,0.548687,0.15,0.632653,0.7084,1
0.454545,0.460202,0.2,0.632653,0.6316,0.99
0.464646,0.523434,0.18,0.673469,0.6704,0.97
0.464646,0.492525,0.15,0.663265,0.6812,1
0.474747,0.491515,0.2,0.581633,0.6472,1
0.444444,0.551313,0.17,0.693878,0.7184,0.96
0.515152,0.54101,0.16,0.602041,0.7328,0.98
0.434343,0.521414,0.16,0.72449,0.6764,0.99
0.464646,0.436162,0.19,0.693878,0.586,1
0.484848,0.442626,0.21,0.653061,0.5896,0.96
0.474747,0.520404,0.18,0.612245,0.6844,1
0.494949,0.528283,0.16,0.673469,0.694,0.98
0.454545,0.52303,0.18,0.683673,0.6836,0.99
0.454545,0.467071,0.17,0.653061,0.6352,0.99
0.454545,0.499394,0.17,0.704082,0.6764,0.99
0.464646,0.468485,0.17,0.693878,0.6388,0.99
0.454545,0.505859,0.17,0.653061,0.6724,0.99
0.474747,0.526263,0.14,0.622449,0.7016,0.99
0.515152,0.495556,0.17,0.663265,0.6628,0.99
0.494949,0.510707,0.17,0.734694,0.6748,0.98
0.424242,0.445253,0.19,0.693878,0.6208,0.97
0.464646,0.532929,0.17,0.683673,0.726,1
0.505051,0.544646,0.16,0.693878,0.7096,0.98
0.484848,0.592121,0.15,0.561224,0.774,1
0.424242,0.513535,0.17,0.642857,0.6912,0.97
0.484848,0.43798,0.18,0.653061,0.5924,0.98
0.454545,0.426465,0.22,0.714286,0.584,0.99
0.454545,0.483434,0.17,0.632653,0.6612,1
0.525253,0.531313,0.17,0.673469,0.6904,0.99
0.494949,0.444444,0.17,0.622449,0.594,0.98
0.494949,0.485253,0.17,0.581633,0.63,0.98
0.464646,0.486869,0.17,0.653061,0.6472,0.99
0.525253,0.490505,0.17,0.704082,0.6424,1
0.464646,0.486667,0.18,0.683673,0.6704,0.99
0.454545,0.54101,0.17,0.622449,0.7168,0.99
0.454545,0.54303,0.17,0.714286,0.7304,0.98
0.454545,0.51697,0.18,0.622449,0.6932,1
0.484848,0.544444,0.17,0.632653,0.7172,0.99
0.505051,0.503838,0.17,0.632653,0.6712,0.99
0.505051,0.493131,0.18,0.632653,0.648,0.98
0.484848,0.525455,0.16,0.663265,0.6956,0.99
0.464646,0.493535,0.18,0.653061,0.668,1
0.494949,0.54404,0.13,0.642857,0.7248,0.99
0.454545,0.511111,0.18,0.622449,0.6732,0.99
0.434343,0.521414,0.16,0.653061,0.6996,0.99
0.454545,0.431717,0.23,0.704082,0.5648,0.99
0.525253,0.489091,0.16,0.693878,0.654,0.99
0.464646,0.475152,0.17,0.673469,0.636,0.97
0.484848,0.44202,0.18,0.653061,0.5792,0.98
0.535354,0.471919,0.19,0.571429,0.626,1
0.464646,0.492323,0.16,0.663265,0.6552,0.99
0.525253,0.485455,0.16,0.591837,0.6696,0.99
0.494949,0.57798,0.13,0.755102,0.7612,0.99
0.454545,0.401818,0.19,0.693878,0.556,0.99
0.434343,0.480202,0.18,0.632653,0.6612,0.97
0.464646,0.522222,0.15,0.632653,0.6924,1
0.434343,0.495354,0.19,0.673469,0.6896,1
0.515152,0.444242,0.17,0.642857,0.5892,0.99
0.454545,0.530303,0.16,0.612245,0.6996,0.99
0.474747,0.467273,0.18,0.683673,0.608,1
0.454545,0.52202,0.2,0.693878,0.7184,0.99
0.434343,0.482222,0.21,0.663265,0.6708,1
0.464646,0.478182,0.18,0.602041,0.6472,0.98
0.525253,0.458182,0.18,0.602041,0.6068,0.98
0.494949,0.483636,0.19,0.714286,0.6488,0.99
0.494949,0.484242,0.2,0.642857,0.636,0.99
0.444444,0.556162,0.17,0.704082,0.7268,1
0.474747,0.470505,0.19,0.663265,0.638,1
0.505051,0.537778,0.15,0.704082,0.73,1
0.474747,0.492121,0.2,0.642857,0.6692,0.99
0.484848,0.63798,0.15,0.683673,0.8004,1
0.434343,0.52303,0.15,0.673469,0.7164,1
0.444444,0.549293,0.15,0.632653,0.7264,0.97
0.484848,0.487071,0.17,0.693878,0.662,1
0.484848,0.514343,0.16,0.642857,0.6948,1
0.525253,0.48202,0.16,0.632653,0.6524,1
0.464646,0.505657,0.17,0.632653,0.6944,0.99
0.454545,0.512929,0.17,0.632653,0.6804,1
0.474747,0.547273,0.17,0.653061,0.702,1
0.474747,0.542626,0.14,0.602041,0.7032,0.99
0.484848,0.537778,0.17,0.642857,0.706,0.98
0.464646,0.52101,0.17,0.663265,0.6884,0.99
0.444444,0.49596,0.17,0.693878,0.67,0.98
0.454545,0.472525,0.16,0.683673,0.6348,0.98
0.464646,0.494545,0.21,0.693878,0.6612,1
0.484848,0.522626,0.16,0.653061,0.7,1
0.444444,0.466465,0.17,0.591837,0.6184,0.98
0.484848,0.516768,0.16,0.683673,0.6748,0.99
0.444444,0.441414,0.23,0.683673,0.5716,0.98
0.454545,0.550101,0.16,0.755102,0.7256,1
0.454545,0.476162,0.22,0.663265,0.6372,0.99
0.515152,0.497374,0.17,0.602041,0.6548,1
0.454545,0.469697,0.19,0.653061,0.6196,1
0.545455,0.490707,0.2,0.673469,0.6548,1
0.474747,0.442222,0.2,0.653061,0.5948,0.98
0.494949,0.507677,0.17,0.632653,0.6656,0.98
0.525253,0.534141,0.17,0.673469,0.7112,0.99
0.484848,0.465859,0.17,0.632653,0.6512,0.99
0.494949,0.46202,0.17,0.653061,0.6228,1
0.414141,0.538384,0.19,0.653061,0.694,1
0.494949,0.463434,0.16,0.622449,0.6308,1
0.474747,0.555758,0.15,0.602041,0.7156,0.98
0.40404,0.462828,0.22,0.612245,0.6328,1
0.505051,0.528485,0.16,0.693878,0.704,0.98
0.454545,0.54101,0.17,0.72449,0.7108,0.99
0.444444,0.468081,0.17,0.653061,0.642,0.96
0.494949,0.564646,0.14,0.642857,0.7456,1
0.505051,0.469091,0.2,0.642857,0.6384,1
0.424242,0.464444,0.17,0.612245,0.6352,1
0.505051,0.456364,0.17,0.642857,0.6064,0.99
0.484848,0.533535,0.16,0.693878,0.7248,1
0.464646,0.39899,0.2,0.704082,0.5412,1
0.484848,0.545859,0.19,0.632653,0.706,1
0.434343,0.469899,0.17,0.622449,0.6516,0.99
0.474747,0.466061,0.17,0.72449,0.6316,0.99
0.464646,0.541212,0.17,0.622449,0.7336,0.99
0.474747,0.513939,0.17,0.704082,0.6916,0.99
